pair,Question A,Question B,pApB,pAB,Lift,Leverage
"('QN22', 'QN38')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who currently smoked cigars (cigars, cigarillos, or little cigars on at least 1 day during the 30 days before the survey)",0.006895138677508234,0.019073220686123913,2.7661837677522385,0.01217808200861568
"('QN22', 'QN39')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who ever used electronic vapor products (e-cigarettes, e-cigars, e-pipes, vape pipes, vaping pens, e-hookahs, and hookah pens such as blu, NJOY, or Starbuzz)",0.031032499136780394,0.04595494111623144,1.4808649768643558,0.014922441979451046
"('QN22', 'QN40')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who currently used electronic vapor products (e-cigarettes, e-cigars, e-pipes, vape pipes, vaping pens, e-hookahs, and hookah pens such as blu, NJOY, or Starbuzz on at least 1 day during the 30 days before the survey)",0.01705846808604353,0.03309011776753712,1.9398059427510939,0.01603164968149359
"('QN22', 'QN41')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who ever drank alcohol (at least one drink of alcohol on at least 1 day during their life),0.04222834931174459,0.054851510496671786,1.2989262282486718,0.0126231611849272
"('QN22', 'QN42')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who drank alcohol before age 13 years (for the first time other than a few sips),0.012377123933166746,0.02476958525345622,2.001239172137691,0.012392461320289476
"('QN22', 'QN43')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who currently drank alcohol (at least one drink of alcohol on at least 1 day during the 30 days before the survey),0.020383534960984048,0.03648233486943164,1.7897943089489714,0.016098799908447595
"('QN22', 'QN44')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who drank five or more drinks of alcohol in a row (within a couple of hours on at least 1 day during the 30 days before the survey),0.01191336460587241,0.027713773681515615,2.3262759596776523,0.015800409075643205
"('QN22', 'QN45')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who reported that the largest number of drinks they had in a row was 10 or more (within a couple of hours during the 30 days before the survey),0.0023581724284117626,0.007040450588837685,2.9855537720706256,0.004682278160425922
"('QN22', 'QN46')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who usually obtained the alcohol they drank by someone giving it to them (among students who currently drank alcohol),0.008452670003138266,0.012480798771121352,1.4765510503175376,0.004028128767983086
"('QN22', 'QN47')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who ever used marijuana (one or more times during their life),0.026469282359723866,0.04518689196108551,1.7071445816696071,0.018717609601361644
"('QN22', 'QN48')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who tried marijuana before age 13 years (for the first time),0.0058669929990726784,0.01472094214029698,2.5091119322323605,0.008853949141224301
"('QN22', 'QN49')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who currently used marijuana (one or more times during the 30 days before the survey),0.014678420217665054,0.030337941628264208,2.066839699258192,0.015659521410599155
"('QN22', 'QN50')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who ever used cocaine (any form of cocaine, such as powder, crack, or freebase, one or more times during their life)",0.004011955689895336,0.01408090117767537,3.5097349686937127,0.010068945487780034
"('QN22', 'QN51')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who ever used inhalants (sniffed glue, breathed the contents of aerosol spray cans, or inhaled any paints or sprays to get high, one or more times during their life)",0.004961349784450722,0.015168970814132104,3.057428214731585,0.010207621029681382
"('QN22', 'QN52')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who ever used heroin (also called ""smack,"" ""junk,"" or ""China white,"" one or more times during their life)",0.0016450330854968882,0.00819252432155658,4.980157781496533,0.006547491236059692
"('QN22', 'QN53')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who ever used methamphetamines (also called ""speed,"" ""crystal,"" ""crank,"" or ""ice,"" one or more times during their life)",0.002187543996671394,0.00992063492063492,4.53505617977528,0.007733090923963526
"('QN22', 'QN54')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who ever used ecstasy (also called ""MDMA,"" one or more times during their life)",0.003780076026248169,0.014528929851510497,3.84355493133583,0.010748853825262328
"('QN22', 'QN55')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who ever used synthetic marijuana (also called ""K2"", ""Spice"", ""fake weed"", ""King Kong"", ""Yucatan Fire"", ""Skunk"", or ""Moon Rocks"", one or more times during their life)",0.006798886741654692,0.018433179723502304,2.711205587610082,0.011634292981847611
"('QN22', 'QN56')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who ever took steroids without a doctor's prescription (pills or shots, one or more times during their life)",0.002598802268045616,0.010432667690732207,4.0144138009306545,0.007833865422686591
"('QN22', 'QN57')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who ever took prescription drugs without a doctor's prescription (such as OxyContin, Percocet, Vicodin, codeine, Adderall, Ritalin, or Xanax, one or more times during their life)",0.01162898388630513,0.028353814644137224,2.4382022471910108,0.016724830757832092
"('QN22', 'QN58')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who ever injected any illegal drug (used a needle to inject any illegal drug into their body one or more times during their life),0.0012469000781026945,0.006848438300051204,5.492371377882909,0.00560153822194851
"('QN22', 'QN59')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who were offered, sold, or given an illegal drug on school property (during the 12 months before the survey)",0.015247181656799617,0.028225806451612902,1.8512146760595163,0.012978624794813286
"('QN22', 'QN60')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who ever had sexual intercourse,0.026066774264336328,0.04704301075268817,1.8047116331172137,0.020976236488351844
"('QN22', 'QN61')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who had sexual intercourse before age 13 years (for the first time),0.002852557371659498,0.008832565284178187,3.096367270972633,0.005980007912518689
"('QN22', 'QN62')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who had sexual intercourse with four or more persons (during their life),0.00703076640530186,0.019201228878648235,2.7310292750117116,0.012170462473346376
"('QN22', 'QN63')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who were currently sexually active (sexual intercourse with at least one person during the 3 months before the survey),0.01883037872334736,0.03872247823860727,2.0563834008604482,0.01989209951525991
"('QN22', 'QN64')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who drank alcohol or used drugs before last sexual intercourse (among students who were currently sexually active),0.003946329369995194,0.011968766001024065,3.032885722115648,0.00802243663102887
"('QN22', 'QN65')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who used a condom (during last sexual intercourse among students who were currently sexually active),0.010215830464455409,0.016129032258064516,1.5788273223780767,0.005913201793609107
"('QN22', 'QN66')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who used birth control pills (before last sexual intercourse to prevent pregnancy among students who were currently sexually active),0.003110687563266722,0.006016385048643113,1.934101360640971,0.002905697485376391
"('QN22', 'QN69')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who described themselves as slightly or very overweight,0.03481257516302856,0.056131592421915004,1.6123941466280132,0.021319017258886443
"('QN22', 'QN70')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who were trying to lose weight,0.005451359639705114,0.011136712749615975,2.042923873248327,0.005685353109910861
"('QN22', 'QN71')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who did not drink fruit juice (100% fruit juices one or more times during the 7 days before the survey),0.02192794102263405,0.023425499231950846,1.068294520118009,0.001497558209316796
"('QN22', 'QN72')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who did not eat fruit (one or more times during the 7 days before the survey),0.02920808744355645,0.03200204813108039,1.0956570913081236,0.0027939606875239387
"('QN22', 'QN73')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who did not eat salad (during the 7 days before the survey),0.015995321703661233,0.015424987199180748,0.9643436677894425,-0.0005703345044804856
"('QN22', 'QN74')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who did not eat potatoes (during the 7 days before the survey),0.007188269573062201,0.008960573476702509,1.2465550137799446,0.0017723039036403078
"('QN22', 'QN75')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who did not eat carrots (during the 7 days before the survey),0.026941791863004886,0.025921658986175114,0.9621356707817728,-0.001020132876829772
"('QN22', 'QN76')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who did not eat other vegetables (during the 7 days before the survey),0.022422325965881788,0.02163338453661034,0.9648144697177308,-0.0007889414292714461
"('QN22', 'QN77')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who did not drink a can, bottle, or glass of soda or pop (not including diet soda or diet pop, during the 7 days before the survey)",0.035005079034735646,0.03430619559651818,0.9800347990209088,-0.0006988834382174666
"('QN22', 'QN78')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who did not drink milk (during the 7 days before the survey),0.013567147867355986,0.015296979006656426,1.1275014583914575,0.0017298311393004404
"('QN22', 'QN79')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who did not eat breakfast (during the 7 days before the survey),0.01633657856714197,0.01235279057859703,0.7561430643404368,-0.003983787988544939
"('QN22', 'QN80')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who were physically active at least 60 minutes per day on 5 or more days (doing any kind of physical activity that increased their heart rate and made them breathe hard some of the time during the 7 days before the survey),0.012390249197146775,0.014272913466461853,1.1519472481432107,0.001882664269315078
"('QN22', 'QN81')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who watched television 3 or more hours per day (on an average school day),0.008570797378958522,0.011840757808499743,1.3815234785002664,0.003269960429541221
"('QN22', 'QN82')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who played video or computer games or used a computer 3 or more hours per day (for something that was not school work on an average school day),0.030879371057013397,0.027841781874039937,0.901630471120507,-0.0030375891829734596
"('QN22', 'QN83')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who attended physical education classes on 1 or more days (in an average week when they were in school),0.017587853733238006,0.018689196108550948,1.0626194868354855,0.0011013423753129421
"('QN22', 'QN84')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who played on at least one sports team (run by their school or community groups during the 12 months before the survey),0.02856494950853506,0.030017921146953404,1.0508655419812383,0.0014529716384183433
"('QN22', 'QN85')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who were ever tested for HIV (not including tests done when donating blood),0.034803824987041876,0.0344342037890425,0.9893798685018962,-0.0003696211979993744
"('QN22', 'QN86')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who saw a dentist (for a check-up, exam, teeth cleaning, or other dental work during the 12 months before the survey)",0.030708742625273025,0.030273937532002047,0.9858409997902963,-0.00043480509327097766
"('QN22', 'QN87')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who had ever been told by a doctor or nurse that they had asthma,0.006641383573894352,0.016193036354326677,2.4382022471910108,0.009551652780432324
"('QN22', 'QN88')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who had 8 or more hours of sleep (on an average school night),0.046402183257393606,0.04013056835637481,0.8648422453264741,-0.006271614901018796
"('QN22', 'QN89')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who made mostly A's or B's in school (during the 12 months before the survey),0.014131534218497204,0.01753712237583205,1.2409921035238458,0.0034055881573348476
"('QN22', 'QN90')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who usually used marijuana by smoking it in a joint, bong, pipe, or blunt (during the 30 days before the survey, among students who used marijuana)",0.01787660954079863,0.012800819252432157,0.7160652708343646,-0.005075790288366473
"('QN22', 'QN91')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who used hallucinogenic drugs (such as LSD, acid, PCP, angel dust, mescaline, or mushrooms, one or more times during their life)",0.04515528317929091,0.03872247823860727,0.8575403698578985,-0.006432804940683642
"('QN22', 'QN92')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who did not drink a can, bottle, or glass of a sports drink (such as Gatorade or PowerAde, not including low-calorie sports drinks such as Propel or G2, during the 7 days before the survey)",0.01045208521609592,0.02048131080389145,1.9595430366708837,0.010029225587795529
"('QN22', 'QN93')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who did not drink a bottle or glass of plain water (including tap, bottled, and unflavored sparkling water, during the 7 days before the survey)",0.0033250668749405187,0.010560675883256529,3.176079243051449,0.00723560900831601
"('QN22', 'QN94')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who have to avoid some foods because eating the food could cause an allergic reaction (such as skin rashes, swelling, itching, vomiting, coughing, or trouble breathing)",0.01985414931378957,0.016897081413210446,0.8510604582526581,-0.0029570679005791224
"('QN22', 'QN95')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who did exercises to strengthen or tone their muscles (such as push-ups, sit-ups, or weight lifting, on three or more days during the 7 days before the survey)",0.0017850359012838574,0.0030721966205837174,1.721083939193655,0.00128716071929986
"('QN22', 'QN96')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who used an indoor tanning device (such as a sunlamp, sunbed, or tanning booth [not including getting a spray-on tan], one or more times during the 12 months before the survey)",0.007678279428316593,0.012544802867383513,1.6338038989724382,0.00486652343906692
"('QN22', 'QN97')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who had a sunburn (including even a small part of the skin turning red or hurting for 12 hours or more after being outside in the sun or after using a sunlamp or other indoor tanning device, one or more times during the 12 months before the survey)",0.026058024088349646,0.026177675371223758,1.0045917250850807,0.00011965128287411142
"('QN22', 'QN98')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who have serious difficulty concentrating, remembering, or making decisions (because of a physical, mental, or emotional problem)",0.003320691786947176,0.008640552995391706,2.6020340187413953,0.005319861208444529
"('QN22', 'QN99')","students who experienced physical dating violence (one or more times during the 12 months before the survey, including being hit, slammed into something, or injured with an object or weapon on purpose by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who speak English well or very well,0.0253580100094148,0.030081925243215565,1.1862888780328935,0.004723915233800766
"('QN23', 'QN24')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who were bullied on school property (during the 12 months before the survey),0.013102290671538975,0.0293778801843318,2.2421942025868,0.016275589512792822
"('QN23', 'QN25')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who were electronically bullied (including being bullied through e-mail, chat rooms, instant messaging, websites, or texting during the 12 months before the survey)",0.010052772409692285,0.027457757296466975,2.731361675908811,0.01740498488677469
"('QN23', 'QN26')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who felt sad or hopeless (almost every day for 2 or more weeks in a row so that they stopped doing some usual activities during the 12 months before the survey),0.021226951970906682,0.04217869943676395,1.9870351379026718,0.02095174746585727
"('QN23', 'QN27')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who seriously considered attempting suicide (during the 12 months before the survey),0.01244628965009521,0.031041986687147978,2.4940755486041994,0.01859569703705277
"('QN23', 'QN28')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who made a plan about how they would attempt suicide (during the 12 months before the survey),0.010332016087739293,0.025921658986175114,2.5088674626567418,0.015589642898435821
"('QN23', 'QN29')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who attempted suicide (one or more times during the 12 months before the survey),0.005332224518897627,0.01715309779825909,3.2168746341171106,0.011820873279361464
"('QN23', 'QN30')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who attempted suicide that resulted in an injury, poisoning, or overdose that had to be treated by a doctor or nurse (during the 12 months before the survey)",0.0017685432942977169,0.007808499743983615,4.415215487887926,0.006039956449685899
"('QN23', 'QN31')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who ever tried cigarette smoking (even one or two puffs),0.02061527534280371,0.03129800307219662,1.5181947634340955,0.01068272772939291
"('QN23', 'QN32')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who smoked a whole cigarette before age 13 years (for the first time),0.004933304978830474,0.011136712749615975,2.257454748369546,0.006203407770785502
"('QN23', 'QN33')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who currently smoked cigarettes (on at least 1 day during the 30 days before the survey),0.007291362704560761,0.01708909370199693,2.343744838164157,0.009797730997436168
"('QN23', 'QN34')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who smoked more than 10 cigarettes per day (during the 30 days before the survey among students who currently smoked cigarettes on the days they smoked),0.0006161090674370492,0.00243215565796211,3.947605686245828,0.0018160465905250607
"('QN23', 'QN35')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who usually obtained their own cigarettes by buying them in a store or gas station (during the 30 days before the survey among students who currently smoked cigarettes and who were aged <18 years),0.0006914605361164005,0.001216077828981055,1.7587089435518275,0.0005246172928646544
"('QN23', 'QN36')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who tried to quit smoking cigarettes (among students who currently smoked cigarettes during the 12 months before the survey),0.002770274583799682,0.006464413722478238,2.333492051756007,0.0036941391386785564
"('QN23', 'QN37')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who currently used smokeless tobacco (chewing tobacco, snuff, or dip on at least 1 day during the 30 days before the survey)",0.00496433205416903,0.011200716845878136,2.2562384473197783,0.0062363847917091065
"('QN23', 'QN38')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who currently smoked cigars (cigars, cigarillos, or little cigars on at least 1 day during the 30 days before the survey)",0.006985524390509278,0.016193036354326677,2.318084577347833,0.009207511963817399
"('QN23', 'QN39')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who ever used electronic vapor products (e-cigarettes, e-cigars, e-pipes, vape pipes, vaping pens, e-hookahs, and hookah pens such as blu, NJOY, or Starbuzz)",0.03143929219662583,0.04358678955453149,1.386379479599397,0.012147497357905664
"('QN23', 'QN40')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)","students who currently used electronic vapor products (e-cigarettes, e-cigars, e-pipes, vape pipes, vaping pens, e-hookahs, and hookah pens such as blu, NJOY, or Starbuzz on at least 1 day during the 30 days before the survey)",0.017282080963575936,0.030273937532002047,1.7517530207043939,0.012991856568426111
"('QN23', 'QN41')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who ever drank alcohol (at least one drink of alcohol on at least 1 day during their life),0.04278190445253525,0.053763440860215055,1.2566864787392382,0.010981536407679807
"('QN23', 'QN42')","students who experienced sexual dating violence (one or more times during the 12 months before the survey, including kissing, touching, or being physically forced to have sexual intercourse when they did not want to by someone they were dating or going out with among students who dated or went out with someone during the 12 months before the survey)",students who drank alcohol before age 13 years (for the first time other than a few sips),0.01253937087611088,0.021761392729134663,1.7354453380586203,0.009222021853023784
